,Play,Player,PlayerLine
33407,Hamlet,LORD POLONIUS,"But, sir, such wanton, wild and usual slips"
33408,Hamlet,LORD POLONIUS,As are companions noted and most known
33409,Hamlet,LORD POLONIUS,To youth and liberty.
33410,Hamlet,REYNALDO,"As gaming, my lord."
33411,Hamlet,LORD POLONIUS,"Ay, or drinking, fencing, swearing, quarrelling,"
33412,Hamlet,LORD POLONIUS,Drabbing: you may go so far.
33413,Hamlet,REYNALDO,"My lord, that would dishonour him."
33414,Hamlet,LORD POLONIUS,"'Faith, no, as you may season it in the charge"
33415,Hamlet,LORD POLONIUS,"You must not put another scandal on him,"
33416,Hamlet,LORD POLONIUS,"That he is open to incontinency,"
33417,Hamlet,LORD POLONIUS,That's not my meaning: but breathe his faults so quaintly
33418,Hamlet,LORD POLONIUS,"That they may seem the taints of liberty,"
33419,Hamlet,LORD POLONIUS,"The flash and outbreak of a fiery mind,"
33420,Hamlet,LORD POLONIUS,"A savageness in unreclaimed blood,"
33421,Hamlet,LORD POLONIUS,Of general assault.
33422,Hamlet,REYNALDO,"But, my good lord,--"
33423,Hamlet,LORD POLONIUS,Wherefore should you do this?
33424,Hamlet,REYNALDO,"Ay, my lord,"
33425,Hamlet,REYNALDO,I would know that.
33426,Hamlet,LORD POLONIUS,"Marry, sir, here's my drift,"
33427,Hamlet,LORD POLONIUS,"And I believe, it is a fetch of wit:"
33428,Hamlet,LORD POLONIUS,"You laying these slight sullies on my son,"
33429,Hamlet,LORD POLONIUS,"As 'twere a thing a little soil'd i' the working, Mark you,"
33430,Hamlet,LORD POLONIUS,"Your party in converse, him you would sound,"
33431,Hamlet,LORD POLONIUS,Having ever seen in the prenominate crimes
33432,Hamlet,LORD POLONIUS,"The youth you breathe of guilty, be assured"
33433,Hamlet,LORD POLONIUS,"He closes with you in this consequence,"
33434,Hamlet,LORD POLONIUS,"'Good sir,' or so, or 'friend,' or 'gentleman,'"
33435,Hamlet,LORD POLONIUS,According to the phrase or the addition
33436,Hamlet,LORD POLONIUS,Of man and country.
33437,Hamlet,REYNALDO,"Very good, my lord."
33438,Hamlet,LORD POLONIUS,"And then, sir, does he this--he does--what was I"
33439,Hamlet,LORD POLONIUS,"about to say? By the mass, I was about to say"
33440,Hamlet,LORD POLONIUS,something: where did I leave?
33441,Hamlet,REYNALDO,"At 'closes in the consequence,' at 'friend or so,'"
33442,Hamlet,REYNALDO,and 'gentleman.'
33443,Hamlet,LORD POLONIUS,"At 'closes in the consequence,' ay, marry,"
33444,Hamlet,LORD POLONIUS,"He closes thus: 'I know the gentleman,"
33445,Hamlet,LORD POLONIUS,"I saw him yesterday, or t' other day,"
33446,Hamlet,LORD POLONIUS,"Or then, or then, with such, or such, and, as you say,"
33447,Hamlet,LORD POLONIUS,"There was a' gaming, there o'ertook in's rouse,"
33448,Hamlet,LORD POLONIUS,"There falling out at tennis:' or perchance,"
33449,Hamlet,LORD POLONIUS,"'I saw him enter such a house of sale,'"
33450,Hamlet,LORD POLONIUS,"Videlicet, a brothel, or so forth."
33451,Hamlet,LORD POLONIUS,"See you now,"
33452,Hamlet,LORD POLONIUS,Your bait of falsehood takes this carp of truth:
33453,Hamlet,LORD POLONIUS,"And thus do we of wisdom and of reach,"
33454,Hamlet,LORD POLONIUS,"With windlasses and with assays of bias,"
33455,Hamlet,LORD POLONIUS,By indirections find directions out:
33456,Hamlet,LORD POLONIUS,"So by my former lecture and advice,"
33457,Hamlet,LORD POLONIUS,"Shall you my son. You have me, have you not?"
33458,Hamlet,REYNALDO,"My lord, I have."
33459,Hamlet,LORD POLONIUS,"God be wi' you, fare you well."
33460,Hamlet,REYNALDO,Good my lord!
33461,Hamlet,LORD POLONIUS,Observe his inclination in yourself.
33462,Hamlet,REYNALDO,"I shall, my lord."
33463,Hamlet,LORD POLONIUS,And let him ply his music.
33464,Hamlet,REYNALDO,"Well, my lord."
33465,Hamlet,LORD POLONIUS,Farewell!
33466,Hamlet,LORD POLONIUS,Exit REYNALDO
33467,Hamlet,LORD POLONIUS,Enter OPHELIA
33468,Hamlet,LORD POLONIUS,"How now, Ophelia! what's the matter?"
33469,Hamlet,OPHELIA,"O, my lord, my lord, I have been so affrighted!"
33470,Hamlet,LORD POLONIUS,"With what, i' the name of God?"
33471,Hamlet,OPHELIA,"My lord, as I was sewing in my closet,"
33472,Hamlet,OPHELIA,"Lord Hamlet, with his doublet all unbraced,"
33473,Hamlet,OPHELIA,"No hat upon his head, his stockings foul'd,"
33474,Hamlet,OPHELIA,"Ungarter'd, and down-gyved to his ancle,"
33475,Hamlet,OPHELIA,"Pale as his shirt, his knees knocking each other,"
33476,Hamlet,OPHELIA,And with a look so piteous in purport
33477,Hamlet,OPHELIA,As if he had been loosed out of hell
33478,Hamlet,OPHELIA,"To speak of horrors,--he comes before me."
33479,Hamlet,LORD POLONIUS,Mad for thy love?
33480,Hamlet,OPHELIA,"My lord, I do not know,"
33481,Hamlet,OPHELIA,"But truly, I do fear it."
33482,Hamlet,LORD POLONIUS,What said he?
33483,Hamlet,OPHELIA,"He took me by the wrist and held me hard,"
33484,Hamlet,OPHELIA,"Then goes he to the length of all his arm,"
33485,Hamlet,OPHELIA,"And, with his other hand thus o'er his brow,"
33486,Hamlet,OPHELIA,He falls to such perusal of my face
33487,Hamlet,OPHELIA,"As he would draw it. Long stay'd he so,"
33488,Hamlet,OPHELIA,"At last, a little shaking of mine arm"
33489,Hamlet,OPHELIA,"And thrice his head thus waving up and down,"
33490,Hamlet,OPHELIA,He raised a sigh so piteous and profound
33491,Hamlet,OPHELIA,As it did seem to shatter all his bulk
33492,Hamlet,OPHELIA,"And end his being: that done, he lets me go:"
33493,Hamlet,OPHELIA,"And, with his head over his shoulder turn'd,"
33494,Hamlet,OPHELIA,"He seem'd to find his way without his eyes,"
33495,Hamlet,OPHELIA,"For out o' doors he went without their helps,"
33496,Hamlet,OPHELIA,"And, to the last, bended their light on me."
33497,Hamlet,LORD POLONIUS,"Come, go with me: I will go seek the king."
33498,Hamlet,LORD POLONIUS,"This is the very ecstasy of love,"
33499,Hamlet,LORD POLONIUS,Whose violent property fordoes itself
33500,Hamlet,LORD POLONIUS,And leads the will to desperate undertakings
33501,Hamlet,LORD POLONIUS,As oft as any passion under heaven
33502,Hamlet,LORD POLONIUS,That does afflict our natures. I am sorry.
33503,Hamlet,LORD POLONIUS,"What, have you given him any hard words of late?"
33504,Hamlet,OPHELIA,"No, my good lord, but, as you did command,"
33505,Hamlet,OPHELIA,I did repel his fetters and denied
33506,Hamlet,OPHELIA,His access to me.
33507,Hamlet,LORD POLONIUS,That hath made him mad.
33508,Hamlet,LORD POLONIUS,I am sorry that with better heed and judgment
33509,Hamlet,LORD POLONIUS,"I had not quoted him: I fear'd he did but trifle,"
33510,Hamlet,LORD POLONIUS,"And meant to wreck thee, but, beshrew my jealousy!"
33511,Hamlet,LORD POLONIUS,"By heaven, it is as proper to our age"
33512,Hamlet,LORD POLONIUS,To cast beyond ourselves in our opinions
33513,Hamlet,LORD POLONIUS,As it is common for the younger sort
33514,Hamlet,LORD POLONIUS,"To lack discretion. Come, go we to the king:"
33515,Hamlet,LORD POLONIUS,"This must be known, which, being kept close, might"
33516,Hamlet,LORD POLONIUS,move
33517,Hamlet,LORD POLONIUS,More grief to hide than hate to utter love.
33518,Hamlet,LORD POLONIUS,Exeunt
33519,Hamlet,LORD POLONIUS,SCENE II. A room in the castle.
33520,Hamlet,LORD POLONIUS,"Enter KING CLAUDIUS, QUEEN GERTRUDE, ROSENCRANTZ, GUILDENSTERN, and Attendants"
33521,Hamlet,KING CLAUDIUS,"Welcome, dear Rosencrantz and Guildenstern!"
33522,Hamlet,KING CLAUDIUS,"Moreover that we much did long to see you,"
33523,Hamlet,KING CLAUDIUS,The need we have to use you did provoke
33524,Hamlet,KING CLAUDIUS,Our hasty sending. Something have you heard
33525,Hamlet,KING CLAUDIUS,"Of Hamlet's transformation, so call it,"
33526,Hamlet,KING CLAUDIUS,Sith nor the exterior nor the inward man
33527,Hamlet,KING CLAUDIUS,"Resembles that it was. What it should be,"
33528,Hamlet,KING CLAUDIUS,"More than his father's death, that thus hath put him"
33529,Hamlet,KING CLAUDIUS,"So much from the understanding of himself,"
33530,Hamlet,KING CLAUDIUS,"I cannot dream of: I entreat you both,"
33531,Hamlet,KING CLAUDIUS,"That, being of so young days brought up with him,"
33532,Hamlet,KING CLAUDIUS,"And sith so neighbour'd to his youth and havior,"
33533,Hamlet,KING CLAUDIUS,That you vouchsafe your rest here in our court
33534,Hamlet,KING CLAUDIUS,Some little time: so by your companies
33535,Hamlet,KING CLAUDIUS,"To draw him on to pleasures, and to gather,"
33536,Hamlet,KING CLAUDIUS,"So much as from occasion you may glean,"
33537,Hamlet,KING CLAUDIUS,"Whether aught, to us unknown, afflicts him thus,"
33538,Hamlet,KING CLAUDIUS,"That, open'd, lies within our remedy."
33539,Hamlet,QUEEN GERTRUDE,"Good gentlemen, he hath much talk'd of you,"
33540,Hamlet,QUEEN GERTRUDE,And sure I am two men there are not living
33541,Hamlet,QUEEN GERTRUDE,To whom he more adheres. If it will please you
33542,Hamlet,QUEEN GERTRUDE,To show us so much gentry and good will
33543,Hamlet,QUEEN GERTRUDE,"As to expend your time with us awhile,"
33544,Hamlet,QUEEN GERTRUDE,"For the supply and profit of our hope,"
33545,Hamlet,QUEEN GERTRUDE,Your visitation shall receive such thanks
33546,Hamlet,QUEEN GERTRUDE,As fits a king's remembrance.
33547,Hamlet,ROSENCRANTZ,Both your majesties
33548,Hamlet,ROSENCRANTZ,"Might, by the sovereign power you have of us,"
33549,Hamlet,ROSENCRANTZ,Put your dread pleasures more into command
33550,Hamlet,ROSENCRANTZ,Than to entreaty.
33551,Hamlet,GUILDENSTERN,"But we both obey,"
33552,Hamlet,GUILDENSTERN,"And here give up ourselves, in the full bent"
33553,Hamlet,GUILDENSTERN,"To lay our service freely at your feet,"
33554,Hamlet,GUILDENSTERN,To be commanded.
33555,Hamlet,KING CLAUDIUS,"Thanks, Rosencrantz and gentle Guildenstern."
33556,Hamlet,QUEEN GERTRUDE,"Thanks, Guildenstern and gentle Rosencrantz:"
33557,Hamlet,QUEEN GERTRUDE,And I beseech you instantly to visit
33558,Hamlet,QUEEN GERTRUDE,"My too much changed son. Go, some of you,"
33559,Hamlet,QUEEN GERTRUDE,And bring these gentlemen where Hamlet is.
33560,Hamlet,GUILDENSTERN,Heavens make our presence and our practises
33561,Hamlet,GUILDENSTERN,Pleasant and helpful to him!
33562,Hamlet,QUEEN GERTRUDE,"Ay, amen!"
33563,Hamlet,QUEEN GERTRUDE,"Exeunt ROSENCRANTZ, GUILDENSTERN, and some Attendants"
33564,Hamlet,QUEEN GERTRUDE,Enter POLONIUS
33565,Hamlet,LORD POLONIUS,"The ambassadors from Norway, my good lord,"
33566,Hamlet,LORD POLONIUS,Are joyfully return'd.
33567,Hamlet,KING CLAUDIUS,Thou still hast been the father of good news.
33568,Hamlet,LORD POLONIUS,"Have I, my lord? I assure my good liege,"
33569,Hamlet,LORD POLONIUS,"I hold my duty, as I hold my soul,"
33570,Hamlet,LORD POLONIUS,Both to my God and to my gracious king:
33571,Hamlet,LORD POLONIUS,"And I do think, or else this brain of mine"
33572,Hamlet,LORD POLONIUS,Hunts not the trail of policy so sure
33573,Hamlet,LORD POLONIUS,"As it hath used to do, that I have found"
33574,Hamlet,LORD POLONIUS,The very cause of Hamlet's lunacy.
33575,Hamlet,KING CLAUDIUS,"O, speak of that, that do I long to hear."
33576,Hamlet,LORD POLONIUS,"Give first admittance to the ambassadors,"
33577,Hamlet,LORD POLONIUS,My news shall be the fruit to that great feast.
33578,Hamlet,KING CLAUDIUS,"Thyself do grace to them, and bring them in."
33579,Hamlet,KING CLAUDIUS,Exit POLONIUS
33580,Hamlet,KING CLAUDIUS,"He tells me, my dear Gertrude, he hath found"
33581,Hamlet,KING CLAUDIUS,The head and source of all your son's distemper.
33582,Hamlet,QUEEN GERTRUDE,"I doubt it is no other but the main,"
33583,Hamlet,QUEEN GERTRUDE,"His father's death, and our o'erhasty marriage."
33584,Hamlet,KING CLAUDIUS,"Well, we shall sift him."
33585,Hamlet,KING CLAUDIUS,"Re-enter POLONIUS, with VOLTIMAND and CORNELIUS"
33586,Hamlet,KING CLAUDIUS,"Welcome, my good friends!"
33587,Hamlet,KING CLAUDIUS,"Say, Voltimand, what from our brother Norway?"
33588,Hamlet,VOLTIMAND,Most fair return of greetings and desires.
33589,Hamlet,VOLTIMAND,"Upon our first, he sent out to suppress"
33590,Hamlet,VOLTIMAND,"His nephew's levies, which to him appear'd"
33591,Hamlet,VOLTIMAND,"To be a preparation 'gainst the Polack,"
33592,Hamlet,VOLTIMAND,"But, better look'd into, he truly found"
33593,Hamlet,VOLTIMAND,"It was against your highness: whereat grieved,"
33594,Hamlet,VOLTIMAND,"That so his sickness, age and impotence"
33595,Hamlet,VOLTIMAND,"Was falsely borne in hand, sends out arrests"
33596,Hamlet,VOLTIMAND,"On Fortinbras, which he, in brief, obeys,"
33597,Hamlet,VOLTIMAND,"Receives rebuke from Norway, and in fine"
33598,Hamlet,VOLTIMAND,Makes vow before his uncle never more
33599,Hamlet,VOLTIMAND,To give the assay of arms against your majesty.
33600,Hamlet,VOLTIMAND,"Whereon old Norway, overcome with joy,"
33601,Hamlet,VOLTIMAND,"Gives him three thousand crowns in annual fee,"
33602,Hamlet,VOLTIMAND,"And his commission to employ those soldiers,"
33603,Hamlet,VOLTIMAND,"So levied as before, against the Polack:"
33604,Hamlet,VOLTIMAND,"With an entreaty, herein further shown,"
33605,Hamlet,VOLTIMAND,Giving a paper
33606,Hamlet,VOLTIMAND,That it might please you to give quiet pass
33607,Hamlet,VOLTIMAND,"Through your dominions for this enterprise,"
33608,Hamlet,VOLTIMAND,On such regards of safety and allowance
33609,Hamlet,VOLTIMAND,As therein are set down.
33610,Hamlet,KING CLAUDIUS,"It likes us well,"
33611,Hamlet,KING CLAUDIUS,"And at our more consider'd time well read,"
33612,Hamlet,KING CLAUDIUS,"Answer, and think upon this business."
33613,Hamlet,KING CLAUDIUS,Meantime we thank you for your well-took labour:
33614,Hamlet,KING CLAUDIUS,"Go to your rest, at night we'll feast together:"
33615,Hamlet,KING CLAUDIUS,Most welcome home!
33616,Hamlet,KING CLAUDIUS,Exeunt VOLTIMAND and CORNELIUS
33617,Hamlet,LORD POLONIUS,This business is well ended.
33618,Hamlet,LORD POLONIUS,"My liege, and madam, to expostulate"
33619,Hamlet,LORD POLONIUS,"What majesty should be, what duty is,"
33620,Hamlet,LORD POLONIUS,"Why day is day, night night, and time is time,"
33621,Hamlet,LORD POLONIUS,"Were nothing but to waste night, day and time."
33622,Hamlet,LORD POLONIUS,"Therefore, since brevity is the soul of wit,"
33623,Hamlet,LORD POLONIUS,"And tediousness the limbs and outward flourishes,"
33624,Hamlet,LORD POLONIUS,I will be brief: your noble son is mad:
33625,Hamlet,LORD POLONIUS,"Mad call I it, for, to define true madness,"
33626,Hamlet,LORD POLONIUS,What is't but to be nothing else but mad?
33627,Hamlet,LORD POLONIUS,But let that go.
33628,Hamlet,QUEEN GERTRUDE,"More matter, with less art."
33629,Hamlet,LORD POLONIUS,"Madam, I swear I use no art at all."
33630,Hamlet,LORD POLONIUS,"That he is mad, 'tis true: 'tis true 'tis pity,"
33631,Hamlet,LORD POLONIUS,"And pity 'tis 'tis true: a foolish figure,"
33632,Hamlet,LORD POLONIUS,"But farewell it, for I will use no art."
33633,Hamlet,LORD POLONIUS,"Mad let us grant him, then: and now remains"
33634,Hamlet,LORD POLONIUS,"That we find out the cause of this effect,"
33635,Hamlet,LORD POLONIUS,"Or rather say, the cause of this defect,"
33636,Hamlet,LORD POLONIUS,For this effect defective comes by cause:
33637,Hamlet,LORD POLONIUS,"Thus it remains, and the remainder thus. Perpend."
33638,Hamlet,LORD POLONIUS,I have a daughter--have while she is mine--
33639,Hamlet,LORD POLONIUS,"Who, in her duty and obedience, mark,"
33640,Hamlet,LORD POLONIUS,"Hath given me this: now gather, and surmise."
33641,Hamlet,LORD POLONIUS,Reads
33642,Hamlet,LORD POLONIUS,"'To the celestial and my soul's idol, the most"
33643,Hamlet,LORD POLONIUS,"beautified Ophelia,'--"
33644,Hamlet,LORD POLONIUS,"That's an ill phrase, a vile phrase, 'beautified' is"
33645,Hamlet,LORD POLONIUS,a vile phrase: but you shall hear. Thus:
33646,Hamlet,LORD POLONIUS,Reads
33647,Hamlet,LORD POLONIUS,"'In her excellent white bosom, these,  and c.'"
33648,Hamlet,QUEEN GERTRUDE,Came this from Hamlet to her?
33649,Hamlet,LORD POLONIUS,"Good madam, stay awhile, I will be faithful."
33650,Hamlet,LORD POLONIUS,Reads
33651,Hamlet,LORD POLONIUS,"'Doubt thou the stars are fire,"
33652,Hamlet,LORD POLONIUS,"Doubt that the sun doth move,"
33653,Hamlet,LORD POLONIUS,"Doubt truth to be a liar,"
33654,Hamlet,LORD POLONIUS,But never doubt I love.
33655,Hamlet,LORD POLONIUS,"'O dear Ophelia, I am ill at these numbers,"
33656,Hamlet,LORD POLONIUS,I have not art to reckon my groans: but that
33657,Hamlet,LORD POLONIUS,"I love thee best, O most best, believe it. Adieu."
33658,Hamlet,LORD POLONIUS,"'Thine evermore most dear lady, whilst"
33659,Hamlet,LORD POLONIUS,"this machine is to him, HAMLET.'"
33660,Hamlet,LORD POLONIUS,"This, in obedience, hath my daughter shown me,"
33661,Hamlet,LORD POLONIUS,"And more above, hath his solicitings,"
33662,Hamlet,LORD POLONIUS,"As they fell out by time, by means and place,"
33663,Hamlet,LORD POLONIUS,All given to mine ear.
33664,Hamlet,KING CLAUDIUS,But how hath she
33665,Hamlet,KING CLAUDIUS,Received his love?
33666,Hamlet,LORD POLONIUS,What do you think of me?
33667,Hamlet,KING CLAUDIUS,As of a man faithful and honourable.
33668,Hamlet,LORD POLONIUS,"I would fain prove so. But what might you think,"
33669,Hamlet,LORD POLONIUS,When I had seen this hot love on the wing--
33670,Hamlet,LORD POLONIUS,"As I perceived it, I must tell you that,"
33671,Hamlet,LORD POLONIUS,"Before my daughter told me--what might you,"
33672,Hamlet,LORD POLONIUS,"Or my dear majesty your queen here, think,"
33673,Hamlet,LORD POLONIUS,"If I had play'd the desk or table-book,"
33674,Hamlet,LORD POLONIUS,"Or given my heart a winking, mute and dumb,"
33675,Hamlet,LORD POLONIUS,"Or look'd upon this love with idle sight,"
33676,Hamlet,LORD POLONIUS,"What might you think? No, I went round to work,"
33677,Hamlet,LORD POLONIUS,And my young mistress thus I did bespeak:
33678,Hamlet,LORD POLONIUS,"'Lord Hamlet is a prince, out of thy star,"
33679,Hamlet,LORD POLONIUS,"This must not be:' and then I precepts gave her,"
33680,Hamlet,LORD POLONIUS,"That she should lock herself from his resort,"
33681,Hamlet,LORD POLONIUS,"Admit no messengers, receive no tokens."
33682,Hamlet,LORD POLONIUS,"Which done, she took the fruits of my advice,"
33683,Hamlet,LORD POLONIUS,"And he, repulsed--a short tale to make--"
33684,Hamlet,LORD POLONIUS,"Fell into a sadness, then into a fast,"
33685,Hamlet,LORD POLONIUS,"Thence to a watch, thence into a weakness,"
33686,Hamlet,LORD POLONIUS,"Thence to a lightness, and, by this declension,"
33687,Hamlet,LORD POLONIUS,"Into the madness wherein now he raves,"
33688,Hamlet,LORD POLONIUS,And all we mourn for.
33689,Hamlet,KING CLAUDIUS,Do you think 'tis this?
33690,Hamlet,QUEEN GERTRUDE,"It may be, very likely."
33691,Hamlet,LORD POLONIUS,Hath there been such a time--I'd fain know that--
33692,Hamlet,LORD POLONIUS,"That I have positively said 'Tis so,'"
33693,Hamlet,LORD POLONIUS,When it proved otherwise?
33694,Hamlet,KING CLAUDIUS,Not that I know.
33695,Hamlet,LORD POLONIUS,[Pointing to his head and shoulder]
33696,Hamlet,LORD POLONIUS,"Take this from this, if this be otherwise:"
33697,Hamlet,LORD POLONIUS,"If circumstances lead me, I will find"
33698,Hamlet,LORD POLONIUS,"Where truth is hid, though it were hid indeed"
33699,Hamlet,LORD POLONIUS,Within the centre.
33700,Hamlet,KING CLAUDIUS,How may we try it further?
33701,Hamlet,LORD POLONIUS,"You know, sometimes he walks four hours together"
33702,Hamlet,LORD POLONIUS,Here in the lobby.
33703,Hamlet,QUEEN GERTRUDE,So he does indeed.
33704,Hamlet,LORD POLONIUS,At such a time I'll loose my daughter to him:
33705,Hamlet,LORD POLONIUS,"Be you and I behind an arras then,"
33706,Hamlet,LORD POLONIUS,Mark the encounter: if he love her not
33707,Hamlet,LORD POLONIUS,"And be not from his reason fall'n thereon,"
33708,Hamlet,LORD POLONIUS,"Let me be no assistant for a state,"
33709,Hamlet,LORD POLONIUS,But keep a farm and carters.
33710,Hamlet,KING CLAUDIUS,We will try it.
33711,Hamlet,QUEEN GERTRUDE,"But, look, where sadly the poor wretch comes reading."
33712,Hamlet,LORD POLONIUS,"Away, I do beseech you, both away:"
33713,Hamlet,LORD POLONIUS,I'll board him presently.
33714,Hamlet,LORD POLONIUS,"Exeunt KING CLAUDIUS, QUEEN GERTRUDE, and Attendants"
33715,Hamlet,LORD POLONIUS,"Enter HAMLET, reading"
33716,Hamlet,LORD POLONIUS,"O, give me leave:"
33717,Hamlet,LORD POLONIUS,How does my good Lord Hamlet?
33718,Hamlet,HAMLET,"Well, God-a-mercy."
33719,Hamlet,LORD POLONIUS,"Do you know me, my lord?"
33720,Hamlet,HAMLET,"Excellent well, you are a fishmonger."
33721,Hamlet,LORD POLONIUS,"Not I, my lord."
33722,Hamlet,HAMLET,Then I would you were so honest a man.
33723,Hamlet,LORD POLONIUS,"Honest, my lord!"
33724,Hamlet,HAMLET,"Ay, sir, to be honest, as this world goes, is to be"
33725,Hamlet,HAMLET,one man picked out of ten thousand.
33726,Hamlet,LORD POLONIUS,"That's very true, my lord."
33727,Hamlet,HAMLET,"For if the sun breed maggots in a dead dog, being a"
33728,Hamlet,HAMLET,"god kissing carrion,--Have you a daughter?"
33729,Hamlet,LORD POLONIUS,"I have, my lord."
33730,Hamlet,HAMLET,Let her not walk i' the sun: conception is a
33731,Hamlet,HAMLET,blessing: but not as your daughter may conceive.
33732,Hamlet,HAMLET,"Friend, look to 't."
33733,Hamlet,LORD POLONIUS,[Aside]  How say you by that? Still harping on my
33734,Hamlet,LORD POLONIUS,"daughter: yet he knew me not at first, he said I"
33735,Hamlet,LORD POLONIUS,"was a fishmonger: he is far gone, far gone: and"
33736,Hamlet,LORD POLONIUS,truly in my youth I suffered much extremity for
33737,Hamlet,LORD POLONIUS,"love, very near this. I'll speak to him again."
33738,Hamlet,LORD POLONIUS,"What do you read, my lord?"
33739,Hamlet,HAMLET,"Words, words, words."
33740,Hamlet,LORD POLONIUS,"What is the matter, my lord?"
33741,Hamlet,HAMLET,Between who?
33742,Hamlet,LORD POLONIUS,"I mean, the matter that you read, my lord."
33743,Hamlet,HAMLET,"Slanders, sir: for the satirical rogue says here"
33744,Hamlet,HAMLET,"that old men have grey beards, that their faces are"
33745,Hamlet,HAMLET,"wrinkled, their eyes purging thick amber and"
33746,Hamlet,HAMLET,plum-tree gum and that they have a plentiful lack of
33747,Hamlet,HAMLET,"wit, together with most weak hams: all which, sir,"
33748,Hamlet,HAMLET,"though I most powerfully and potently believe, yet"
33749,Hamlet,HAMLET,"I hold it not honesty to have it thus set down, for"
33750,Hamlet,HAMLET,"yourself, sir, should be old as I am, if like a crab"
33751,Hamlet,HAMLET,you could go backward.
33752,Hamlet,LORD POLONIUS,"[Aside]  Though this be madness, yet there is method"
33753,Hamlet,LORD POLONIUS,"in 't. Will you walk out of the air, my lord?"
33754,Hamlet,HAMLET,Into my grave.
33755,Hamlet,LORD POLONIUS,"Indeed, that is out o' the air."
33756,Hamlet,LORD POLONIUS,Aside
33757,Hamlet,LORD POLONIUS,How pregnant sometimes his replies are! a happiness
33758,Hamlet,LORD POLONIUS,"that often madness hits on, which reason and sanity"
33759,Hamlet,LORD POLONIUS,could not so prosperously be delivered of. I will
33760,Hamlet,LORD POLONIUS,"leave him, and suddenly contrive the means of"
33761,Hamlet,LORD POLONIUS,meeting between him and my daughter.--My honourable
33762,Hamlet,LORD POLONIUS,"lord, I will most humbly take my leave of you."
33763,Hamlet,HAMLET,"You cannot, sir, take from me any thing that I will"
33764,Hamlet,HAMLET,"more willingly part withal: except my life, except"
33765,Hamlet,HAMLET,"my life, except my life."
33766,Hamlet,LORD POLONIUS,"Fare you well, my lord."
33767,Hamlet,HAMLET,These tedious old fools!
33768,Hamlet,HAMLET,Enter ROSENCRANTZ and GUILDENSTERN
33769,Hamlet,LORD POLONIUS,"You go to seek the Lord Hamlet, there he is."
33770,Hamlet,ROSENCRANTZ,"[To POLONIUS]  God save you, sir!"
33771,Hamlet,ROSENCRANTZ,Exit POLONIUS
33772,Hamlet,GUILDENSTERN,My honoured lord!
33773,Hamlet,ROSENCRANTZ,My most dear lord!
33774,Hamlet,HAMLET,"My excellent good friends! How dost thou,"
33775,Hamlet,HAMLET,"Guildenstern? Ah, Rosencrantz! Good lads, how do ye both?"
33776,Hamlet,ROSENCRANTZ,As the indifferent children of the earth.
33777,Hamlet,GUILDENSTERN,"Happy, in that we are not over-happy,"
33778,Hamlet,GUILDENSTERN,On fortune's cap we are not the very button.
33779,Hamlet,HAMLET,Nor the soles of her shoe?
33780,Hamlet,ROSENCRANTZ,"Neither, my lord."
33781,Hamlet,HAMLET,"Then you live about her waist, or in the middle of"
33782,Hamlet,HAMLET,her favours?
33783,Hamlet,GUILDENSTERN,"'Faith, her privates we."
33784,Hamlet,HAMLET,"In the secret parts of fortune? O, most true, she"
33785,Hamlet,HAMLET,is a strumpet. What's the news?
33786,Hamlet,ROSENCRANTZ,"None, my lord, but that the world's grown honest."
33787,Hamlet,HAMLET,Then is doomsday near: but your news is not true.
33788,Hamlet,HAMLET,"Let me question more in particular: what have you,"
33789,Hamlet,HAMLET,"my good friends, deserved at the hands of fortune,"
33790,Hamlet,HAMLET,that she sends you to prison hither?
33791,Hamlet,GUILDENSTERN,"Prison, my lord!"
33792,Hamlet,HAMLET,Denmark's a prison.
33793,Hamlet,ROSENCRANTZ,Then is the world one.
33794,Hamlet,HAMLET,"A goodly one, in which there are many confines,"
33795,Hamlet,HAMLET,"wards and dungeons, Denmark being one o' the worst."
33796,Hamlet,ROSENCRANTZ,"We think not so, my lord."
33797,Hamlet,HAMLET,"Why, then, 'tis none to you, for there is nothing"
33798,Hamlet,HAMLET,"either good or bad, but thinking makes it so: to me"
33799,Hamlet,HAMLET,it is a prison.
33800,Hamlet,ROSENCRANTZ,"Why then, your ambition makes it one, 'tis too"
33801,Hamlet,ROSENCRANTZ,narrow for your mind.
33802,Hamlet,HAMLET,"O God, I could be bounded in a nut shell and count"
33803,Hamlet,HAMLET,"myself a king of infinite space, were it not that I"
33804,Hamlet,HAMLET,have bad dreams.
33805,Hamlet,GUILDENSTERN,"Which dreams indeed are ambition, for the very"
33806,Hamlet,GUILDENSTERN,substance of the ambitious is merely the shadow of a dream.
33807,Hamlet,HAMLET,A dream itself is but a shadow.
33808,Hamlet,ROSENCRANTZ,"Truly, and I hold ambition of so airy and light a"
33809,Hamlet,ROSENCRANTZ,quality that it is but a shadow's shadow.
33810,Hamlet,HAMLET,"Then are our beggars bodies, and our monarchs and"
33811,Hamlet,HAMLET,outstretched heroes the beggars' shadows. Shall we
33812,Hamlet,HAMLET,"to the court? for, by my fay, I cannot reason."
33813,Hamlet,GUILDENSTERN,We'll wait upon you.
33814,Hamlet,HAMLET,No such matter: I will not sort you with the rest
33815,Hamlet,HAMLET,"of my servants, for, to speak to you like an honest"
33816,Hamlet,HAMLET,"man, I am most dreadfully attended. But, in the"
33817,Hamlet,HAMLET,"beaten way of friendship, what make you at Elsinore?"
